V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,Q77,Consent,Timing_1,Timing_2,Timing_3,Timing_4,rmq_1,rmq_2,rmq_3,rmq_4,rmq_5,rmq_6,rmq_7,rmq_8,Timing_1,Timing_2,Timing_3,Timing_4,rmq_9,rmq_10,rmq_11,rmq_12,rmq_13,rmq_14,rmq_15,rmq_16,Timing_1,Timing_2,Timing_3,Timing_4,rmq_17,rmq_18,rmq_19,rmq_20,rmq_21,rmq_22,rmq_23,rmq_24,Timing_1,Timing_2,Timing_3,Timing_4,rmq_25,rmq_26,rmq_27,rmq_28,rmq_29,rmq_30,Timing_1,Timing_2,Timing_3,Timing_4,rfq_1,rfq_2,rfq_3,rfq_4,rfq_5,rfq_6,rfq_7,rfq_8,rfq_9,rfq_10,rfq_11,rfq_x1,rfq_x2,rfq_x3,rfq_x4,Timing_1,Timing_2,Timing_3,Timing_4,Afraid_1,Afraid_2,Afraid_3,Afraid_4,Afraid_5,Afraid_6,Angry_1,Angry_2,Angry_3,Angry_4,Angry_5,Angry_6,Guilty_1,Guilty_2,Guilty_3,Guilty_4,Guilty_5,Guilty_6,Sad_1,Sad_2,Sad_3,Sad_4,Sad_5,Happy_1,Happy_2,Happy_3,Happy_4,Happy_5,Happy_6,Happy_7,Happy_8,Proud_1,Proud_2,Proud_3,Proud_4,Proud_5,Alert_1,Alert_2,Alert_3,Alert_4,Shy_1,Shy_2,Shy_3,Shy_4,Sleepy_1,Sleepy_2,Sleepy_3,Sleepy_4,Calm_1,Calm_2,Calm_3,Amazed_1,Amazed_2,Amazed_3,Dejected_1,Dejected_2,Dejected_3,Dejected_4,Dejected_5,Hopeful_1,Hopeful_2,Hopeful_3,Hopeful_4,Anxious_1,Anxious_2,Anxious_3,Anxious_4,Anxious_5,Anxious_6,Peaceful_1,Peaceful_2,Frustrated_1,Frustrated_2,Frustrated_3,Frustrated_4,Frustrated_5,Frustrated_6,Frustrated_7,Frustrated_8,Virtuous_1,Virtuous_2,Virtuous_3,Virtuous_4,Virtuous_5,Virtuous_6,Virtuous_7,Virtuous_8,Virtuous_9,Directions,attn1,attn2,attn3,Timing_1,Timing_2,Timing_3,Timing_4,Age ,Gender,Ethnic,Ethnic_TEXT,Education,Education_TEXT,Timing_1,Timing_2,Timing_3,Timing_4,Relation,Timing_1,Timing_2,Timing_3,Timing_4,Job,Timing_1,Timing_2,Timing_3,Timing_4,Language,Timing_1,Timing_2,Timing_3,Timing_4,Proficient,Timing_1,Timing_2,Timing_3,Timing_4,I.D,DO-BR-FL_10,DO-BL-emo,DO-Q-Afraid,DO-Q-Guilty,DO-Q-Angry,DO-Q-Sad,DO-Q-Happy,DO-Q-Proud,DO-Q-Alert,DO-Q-Shy,DO-Q-Sleepy,DO-Q-Calm,DO-Q-Amazed,DO-Q-Dejected,DO-Q-Hopeful,DO-Q-Anxious,DO-Q-Peaceful,DO-Q-Frustrated,DO-Q-Virtuous,LocationLatitude,LocationLongitude,LocationAccuracy
R_2TWPuAZ8zoglrZ9,Default Response Set,Anonymous,,,98.242.221.107,0,11/2/15 15:14,11/2/15 15:27,1,1,2,4.305,5.084,5.732,2,6,6,6,6,6,6,6,6,367.322,384.657,385.004,9,6,5,6,1,6,2,6,6,1.925,30.258,31.864,11,6,1,6,5,5,5,2,2,2.176,21.402,21.873,9,5,1,2,6,6,6,4.892,24.298,24.893,10,2,5,5,4,4,3,5,4,4,5,1,,,,,8.19,87.774,88.565,15,2,2,2,3,3,2,3,3,3,3,3,3,2,2,2,2,2,2,2,1,1,2,1,6,6,7,6,6,6,6,6,7,7,7,7,7,6,6,6,5,4,4,4,4,3,4,3,4,4,6,5,4,4,4,4,2,3,3,2,5,5,5,5,4,2,2,2,2,2,5,5,4,2,4,1,1,3,2,2,6,6,6,5,5,5,6,6,6,1,emotion,emotion,emotion,7.883,17.359,19.796,3,27,1,4,,3,,1.225,6.536,7.485,4,2,1.022,2.208,3.002,2,Project Manager,1.101,1.101,4.922,1,English,0.923,0.923,4.348,1,1,2.756,2.756,4.404,1,A4YZRUYVHGF1S,rfq|rmq,Sleepy|Guilty|Afraid|Hopeful|Anxious|Calm|Peaceful|Amazed|Shy|Virtuous|Alert|Happy|Frustrated|Dejected|Proud|Angry|Sad,1|3|2|4|5|6,6|3|4|5|2|1,6|3|5|1|4|2,4|3|2|1|5,2|6|1|4|8|5|7|3,3|1|5|2|4,3|4|1|2,3|1|2|4,1|4|3|2,2|3|1,3|2|1,1|4|3|2|5,1|3|2|4,3|5|1|6|4|2,2|1,8|7|3|2|6|1|4|5,9|4|2|5|6|7|3|1|8,26.18400574,-80.13379669,-1
R_3HGMnM9EiMxAAjk,Default Response Set,Anonymous,,,184.3.170.210,0,11/2/15 15:17,11/2/15 15:28,1,1,2,2.355,4.799,5.801,2,5,5,3,5,5,4,4,5,361.657,370.843,371.767,9,3,4,5,4,4,5,4,4,2.043,8.84,9.791,10,4,5,4,4,4,4,3,2,3.034,11.284,12.091,12,5,4,4,5,5,4,3.173,8.108,8.851,6,4,3,3,4,2,3,2,4,3,4,3,,,,,4.679,22.6,23.68,19,1,2,2,1,2,3,2,2,2,2,2,2,2,1,1,1,1,1,1,1,2,1,1,5,5,5,5,5,5,5,5,5,5,5,4,5,6,6,6,6,2,2,1,1,4,1,4,4,6,6,6,4,5,4,1,1,1,1,2,6,4,6,5,1,1,1,1,1,1,6,6,1,3,3,2,2,2,1,1,6,6,6,6,6,6,6,6,6,1,emotion,emotion,emotion,7.963,28.183,28.999,4,30,1,7,,3,,1.381,12.817,14.398,6,1,1.403,1.403,2.553,1,pipe fitter,0.861,1.718,6.243,2,english,1.004,1.004,5.026,1,1,1.364,1.364,2.935,1,A3CXJ18H14DXBN,rmq|rfq,Hopeful|Shy|Alert|Amazed|Angry|Afraid|Calm|Frustrated|Virtuous|Sad|Peaceful|Anxious|Guilty|Sleepy|Dejected|Proud|Happy,6|5|3|2|1|4,5|4|2|6|1|3,1|2|3|5|6|4,4|3|1|2|5,2|7|1|8|6|3|5|4,4|2|3|5|1,1|3|2|4,1|2|4|3,2|1|3|4,1|3|2,1|3|2,3|5|4|2|1,2|4|1|3,5|4|1|3|6|2,2|1,3|2|5|4|7|8|1|6,7|4|8|2|9|1|3|5|6,35.48129272,-78.35140228,-1
R_ZahfHXf7ujz6xG1,Default Response Set,Anonymous,,,73.207.207.45,0,11/2/15 15:08,11/2/15 15:28,1,1,2,5.938,5.938,6.828,1,5,2,3,5,4,2,5,5,5.758,30.281,57.548,8,5,3,5,2,2,1,5,5,6.552,157.658,159.433,8,3,4,5,5,5,4,2,3,3.432,25.276,29.954,8,5,3,1,5,4,5,89.465,118.522,119.528,6,2,5,4,5,3,5,4,4,2,4,2,,,,,179.219,277.713,280.179,12,1,1,1,4,1,2,4,3,4,3,2,2,1,1,2,2,1,3,2,3,2,4,3,6,6,6,4,5,5,4,5,6,4,6,6,5,6,7,6,6,3,3,1,2,5,5,4,4,6,6,6,3,3,2,3,1,1,2,4,6,5,6,6,4,4,3,5,1,2,6,6,3,1,4,5,3,4,2,2,7,4,6,5,5,6,6,6,7,1,emotion,emotion,emotion,25.469,35.575,42.166,3,28,2,4,,2,,1.523,9.817,11.832,4,4,14.232,14.232,21.477,1,Homemaker,1.316,1.316,8.441,1,English,1.342,1.342,7.296,1,1,3.609,3.609,4.725,1,A1G8QYPMLUTJ2C,rfq|rmq,Anxious|Afraid|Sleepy|Calm|Amazed|Alert|Hopeful|Virtuous|Sad|Guilty|Dejected|Frustrated|Angry|Happy|Peaceful|Proud|Shy,3|4|6|2|5|1,3|4|5|6|2|1,1|5|2|6|4|3,3|5|2|1|4,5|2|4|8|6|7|3|1,1|4|2|5|3,1|3|2|4,2|1|4|3,3|4|2|1,2|3|1,2|1|3,3|5|1|4|2,2|1|4|3,3|5|1|6|2|4,2|1,6|4|8|1|5|3|7|2,9|3|5|4|7|8|1|6|2,33.585495,-84.32790375,-1
R_3maAVln2ZY5Odjm,Default Response Set,Anonymous,,,104.235.99.234,0,11/2/15 15:10,11/2/15 15:28,1,1,2,647.988,647.988,649.008,1,5,4,3,5,4,3,3,5,3.799,38.905,39.773,8,2,5,3,2,3,4,1,4,2.425,28.451,29.459,8,4,4,2,5,4,2,4,4,2.968,27.721,28.799,9,4,3,4,4,4,3,5.453,22.458,23.585,6,3,2,3,2,4,2,4,1,2,3,2,,,,,3.988,46.018,47.236,12,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,2,1,1,1,1,1,5,4,5,5,4,4,4,5,3,3,5,3,2,6,6,6,6,2,2,2,2,2,2,2,2,6,6,6,2,2,2,1,1,1,1,2,5,3,5,4,2,2,2,2,2,2,5,5,2,2,2,1,2,1,1,2,4,3,6,5,4,6,6,4,3,1,emotion,emotion,emotion,10.617,26.673,31.67,3,50,2,4,,3,,1.545,8.443,9.938,4,5,1.749,1.749,2.862,1,housekeeper,1.63,1.63,6.709,1,english,1.094,1.094,5.103,1,1,2.788,2.788,3.799,1,A2C39KTRMOM1XZ,rfq|rmq,Dejected|Sad|Proud|Peaceful|Shy|Frustrated|Happy|Virtuous|Calm|Angry|Sleepy|Amazed|Afraid|Anxious|Alert|Guilty|Hopeful,6|4|5|1|2|3,6|2|5|3|1|4,2|6|5|4|3|1,4|5|2|1|3,7|3|4|8|1|2|5|6,1|5|2|3|4,2|1|4|3,4|2|3|1,4|3|1|2,2|3|1,3|1|2,1|2|5|3|4,2|4|3|1,1|6|3|5|2|4,1|2,8|1|5|2|4|6|3|7,2|4|1|3|6|7|8|5|9,42.1625061,-89.24770355,-1
R_Wkh4UN1nrcqJ5lL,Default Response Set,Anonymous,,,108.9.177.30,0,11/2/15 15:21,11/2/15 15:29,1,1,2,5.307,13.938,14.924,5,6,5,3,5,5,2,2,5,4.125,24.707,25.627,9,1,6,2,1,4,1,2,4,3.007,38.912,39.813,10,1,2,2,4,5,1,1,2,2.684,38.789,41.168,10,5,2,5,4,4,2,11.666,43.544,45.07,8,2,1,5,1,4,1,5,2,2,4,1,,,,,4.457,56.738,57.641,17,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,4,2,2,2,2,1,5,6,5,6,4,4,5,5,2,5,6,4,3,6,6,5,6,1,1,1,1,4,2,1,4,6,6,6,2,2,2,1,1,1,1,1,7,4,6,6,1,3,4,3,1,2,6,6,2,1,2,1,1,3,1,1,5,4,4,2,5,6,6,6,6,1,emotion,emotion,emotion,6.661,19.888,29.587,4,57,2,4,,3,,1.586,12.301,13.102,6,2,2.063,2.063,3.606,1,Artist,0.963,0.963,5.523,1,English,0.982,0.982,8.219,1,1,2.345,2.345,5.146,1,A2L73JKDFWI0KJ,rfq|rmq,Alert|Happy|Sad|Afraid|Shy|Angry|Hopeful|Dejected|Proud|Guilty|Amazed|Frustrated|Calm|Peaceful|Virtuous|Anxious|Sleepy,5|3|4|2|1|6,1|6|5|3|2|4,6|2|5|4|1|3,5|4|1|3|2,3|1|5|8|6|7|4|2,2|4|1|3|5,4|3|2|1,3|4|1|2,4|1|2|3,3|1|2,2|1|3,3|1|2|4|5,4|1|3|2,2|3|4|1|6|5,2|1,2|3|1|5|8|4|7|6,1|9|4|5|7|6|3|2|8,27.38529968,-82.63680267,-1
R_5uRoizxxTrlmWB7,Default Response Set,Anonymous,,,104.6.246.119,0,11/2/15 15:11,11/2/15 15:29,1,1,2,12.386,28.296,29.22,2,4,3,5,5,5,5,5,5,3.634,87.774,88.124,11,4,3,3,2,5,4,5,5,14.46,101.91,102.623,16,4,4,2,5,3,2,5,2,31.174,52.277,52.951,8,5,3,3,5,4,4,76.937,100.231,104.644,10,4,4,4,4,4,3,3,3,4,3,4,,,,,5.058,65.374,79.631,16,3,2,2,5,2,2,3,3,5,3,3,3,2,3,5,2,3,4,3,2,4,4,4,6,6,6,6,6,6,6,6,4,4,4,4,4,5,5,5,5,5,2,2,5,6,4,3,2,5,5,5,4,4,4,4,4,3,4,3,4,6,6,6,4,3,4,4,3,4,5,3,3,3,5,3,3,3,3,2,4,3,6,4,6,6,4,6,4,1,emotion,emotion,emotion,17.079,27.595,45.124,9,21,2,7,,3,,6.712,12.885,14.574,4,1,2.371,2.395,3.399,2,Assistant Manager,1.707,15.11,15.406,6,English,1.88,1.88,6.329,1,1,1.721,1.721,3.135,1,A3QAHF4UUBM7ZO,rfq|rmq,Virtuous|Guilty|Happy|Sleepy|Amazed|Alert|Sad|Dejected|Anxious|Angry|Calm|Frustrated|Shy|Peaceful|Afraid|Hopeful|Proud,3|4|2|5|6|1,1|5|3|6|2|4,6|2|5|1|3|4,2|4|3|5|1,8|1|6|5|7|2|3|4,5|3|1|2|4,3|2|4|1,2|3|1|4,1|4|3|2,3|1|2,1|3|2,5|3|1|4|2,3|4|2|1,4|2|3|1|6|5,2|1,8|3|4|7|6|2|5|1,8|7|4|9|2|5|1|3|6,26.70629883,-80.2071991,-1
R_2XhqaYvY7rwUbEp,Default Response Set,Anonymous,,,209.252.94.66,0,11/2/15 15:22,11/2/15 15:30,1,1,2,2.647,3.301,4.294,2,5,6,4,5,4,2,3,4,2.775,26.842,27.734,8,5,4,5,1,2,5,3,4,2.625,24.218,25.161,8,3,3,4,3,5,3,1,3,2.419,21.568,23.298,9,5,2,5,4,4,2,3.145,19.838,20.681,6,3,4,4,4,3,4,4,4,3,4,2,,,,,7.164,43.735,44.502,11,1,1,1,2,1,1,3,3,4,3,3,4,1,1,2,3,2,4,2,2,3,1,1,4,3,4,4,4,4,3,3,4,4,5,4,4,5,5,7,6,2,1,2,2,6,6,6,6,5,6,6,3,3,4,4,3,3,3,3,6,5,6,7,2,2,4,3,1,3,3,3,4,1,1,1,1,2,1,1,4,4,4,7,7,5,4,6,6,1,emotion,emotion,emotion,8.046,8.046,16.742,1,36,1,4,,3,,0.88,7.138,7.97,4,4,2.223,2.223,3.267,1,Technical Services,0.99,0.99,6.25,1,English,0.911,0.911,4.747,1,1,1.651,1.651,2.82,1,A12702RT8H45H8,rmq|rfq,Sad|Frustrated|Afraid|Anxious|Happy|Shy|Amazed|Proud|Dejected|Peaceful|Calm|Angry|Virtuous|Hopeful|Alert|Guilty|Sleepy,2|5|4|1|6|3,5|3|4|2|6|1,3|2|4|1|5|6,3|5|1|4|2,5|7|8|2|1|6|3|4,1|2|5|4|3,1|2|4|3,4|1|3|2,4|2|1|3,1|3|2,1|3|2,1|3|4|5|2,1|4|2|3,4|6|3|1|2|5,2|1,5|8|1|6|3|2|7|4,7|8|3|2|1|6|9|5|4,41.83729553,-87.82910156,-1
R_PBTVxbq8BG22ZX3,Default Response Set,Anonymous,,,71.83.159.245,0,11/2/15 15:25,11/2/15 15:30,1,1,2,1.092,3.148,3.353,5,4,2,1,4,4,4,3,3,2.811,17.092,19.298,8,2,4,3,1,3,3,2,3,2.431,23.856,24.467,10,3,3,4,4,2,3,3,5,1.693,19.15,19.769,10,2,1,3,3,2,3,2.898,12.323,12.883,7,3,3,2,3,3,3,3,2,3,2,3,,,,,7.27,30.038,30.73,19,2,2,1,4,4,2,2,2,4,2,1,2,3,4,3,2,2,4,3,4,3,2,2,4,3,4,3,4,4,4,3,2,3,4,2,2,5,5,5,5,2,2,2,2,4,4,4,4,5,5,5,2,2,2,3,2,4,4,3,4,2,4,4,4,4,5,4,2,3,4,4,4,3,5,2,4,5,3,1,3,2,3,4,5,4,4,3,5,1,emotion,emotion,emotion,1.142,1.142,12.257,1,24,1,4,,4,,0.962,5.466,7.671,5,2,0.872,0.872,1.605,1,Unemployed,0.651,4.027,4.28,2,English,0.745,1.906,5.021,2,1,1.896,1.896,2.59,1,A1THXHPVWVEWNZ,rfq|rmq,Guilty|Happy|Dejected|Shy|Anxious|Calm|Sad|Hopeful|Amazed|Angry|Virtuous|Afraid|Alert|Proud|Sleepy|Peaceful|Frustrated,5|3|6|1|2|4,1|3|2|5|4|6,1|2|3|5|4|6,1|2|4|5|3,1|7|8|2|5|6|4|3,2|1|4|5|3,2|3|4|1,3|1|4|2,4|3|1|2,1|2|3,1|2|3,4|1|3|5|2,4|3|2|1,5|1|6|2|4|3,1|2,8|7|5|4|6|3|2|1,7|6|3|1|9|8|2|5|4,34.25570679,-117.3040009,-1
R_1mf3hAO9MYEY0Uj,Default Response Set,Anonymous,,,38.77.17.254,0,11/2/15 15:13,11/2/15 15:31,1,1,2,6.738,6.738,9.026,1,6,5,5,5,6,3,4,6,420.052,456.38,457.861,9,2,5,4,1,2,1,4,6,18.909,57.509,58.875,10,5,4,4,4,3,4,1,1,3.181,28.161,29.481,9,4,3,4,6,6,4,29.007,51.153,52.706,6,2,3,4,3,4,3,5,3,1,4,1,,,,,12.688,52.264,53.67,11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,7,6,7,7,7,7,7,6,6,7,6,3,7,7,6,7,1,1,1,1,2,2,2,2,7,7,7,5,5,5,1,1,1,1,1,7,5,5,5,1,1,1,2,1,1,7,7,1,1,1,1,1,1,1,1,5,6,6,6,6,7,7,6,6,1,emotion,emotion,emotion,38.679,53.845,60.449,3,49,1,8,Native American,3,,1.852,26.811,28.546,6,5,3.49,3.49,4.722,1,Law Enforcement,1.6,1.6,12.355,1,English,1.405,1.405,9.32,1,1,2.456,2.456,3.68,1,A37N4JY3863YH0,rmq|rfq,Calm|Angry|Shy|Peaceful|Anxious|Guilty|Frustrated|Alert|Virtuous|Hopeful|Afraid|Dejected|Sleepy|Proud|Happy|Amazed|Sad,4|3|6|1|2|5,1|6|2|5|3|4,6|5|4|3|1|2,2|1|4|3|5,3|7|4|6|5|1|8|2,5|1|4|2|3,3|2|1|4,3|2|4|1,2|3|1|4,1|3|2,3|1|2,2|4|1|5|3,1|4|3|2,4|1|6|5|3|2,1|2,7|3|8|4|6|2|1|5,3|9|4|5|8|1|6|7|2,43.08909607,-76.22109985,-1
R_VPg34N7eDrFud4B,Default Response Set,Anonymous,,,69.125.63.194,0,11/2/15 15:16,11/2/15 15:32,1,1,2,3.568,13.847,15.217,3,6,3,5,6,4,2,2,6,2.731,94.805,96.287,9,1,6,5,1,3,3,4,5,3.435,55.648,56.891,9,4,1,3,2,4,1,5,1,2.786,47.803,49.793,11,5,1,2,5,5,1,55.936,149.029,150.299,7,2,4,5,1,5,1,3,1,1,4,5,,,,,8.598,69.806,71.025,14,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,4,7,7,5,7,5,6,5,5,6,7,7,4,1,7,7,7,7,1,1,1,3,2,2,2,3,6,5,5,5,4,3,1,1,1,1,1,7,4,6,5,4,6,2,3,4,4,5,5,4,1,1,1,1,1,1,1,6,2,2,6,7,7,7,4,7,1,4,2,10,1.488,20.496,21.988,4,25,2,7,,3,,1.434,10.31,11.839,5,1,2.229,2.229,4.071,1,call center representative,1.451,1.451,9.052,1,English,14.224,14.224,18.499,1,1,11.082,11.082,12.389,1,A22DJQ5AB8TO3I,rfq|rmq,Amazed|Sleepy|Anxious|Peaceful|Sad|Happy|Afraid|Dejected|Hopeful|Frustrated|Virtuous|Calm|Alert|Guilty|Shy|Angry|Proud,5|4|3|1|2|6,4|2|6|1|5|3,1|5|3|2|6|4,5|2|3|4|1,7|1|5|4|2|6|8|3,1|5|4|2|3,4|1|3|2,2|1|3|4,3|4|1|2,2|1|3,2|1|3,2|1|4|5|3,3|1|2|4,5|2|4|6|3|1,1|2,4|8|3|6|1|5|2|7,4|3|1|8|2|6|9|7|5,40.61000061,-73.91079712,-1
R_3FKUkZguU2bSPlB,Default Response Set,Anonymous,,,24.160.191.206,0,11/2/15 15:22,11/2/15 15:32,1,1,2,178.053,178.053,178.749,1,5,1,6,5,5,4,2,6,41.696,56.977,57.659,8,5,5,6,1,5,4,6,5,5.635,21.402,22.749,9,5,3,5,5,4,5,5,3,10.342,20.646,21.497,8,6,2,5,5,6,4,3.106,12.54,13.338,7,3,4,4,5,3,3,5,4,3,5,4,,,,,10.616,42.34,43.009,13,5,5,6,6,4,4,3,6,7,6,5,4,4,7,5,7,7,7,3,6,4,5,6,4,4,5,5,5,7,3,7,5,5,5,6,7,7,6,6,5,4,4,1,5,6,6,6,5,5,6,4,5,7,7,4,4,5,5,4,5,4,6,4,4,7,7,7,7,7,5,4,6,5,1,1,7,1,1,1,4,6,4,6,7,5,6,6,6,1,emotion,emotion,emotion ,8.318,8.318,14.816,1,37,1,5,,4,,4.684,11.527,12.475,6,2,1.317,1.317,7.451,1,Inventory trainer,0.75,0.75,10.64,1,English ,0.854,5.188,6.756,2,1,3.739,3.739,4.831,1,A3E9A9O3CLMEW,rmq|rfq,Virtuous|Proud|Hopeful|Calm|Dejected|Angry|Happy|Peaceful|Alert|Sad|Sleepy|Shy|Frustrated|Anxious|Guilty|Amazed|Afraid,5|4|1|2|6|3,4|2|3|5|6|1,1|6|5|4|3|2,3|4|5|2|1,4|5|8|7|2|6|1|3,1|4|5|3|2,4|3|1|2,3|4|2|1,4|3|2|1,3|1|2,3|2|1,2|4|3|5|1,2|1|3|4,6|5|2|4|3|1,2|1,5|2|7|8|3|6|4|1,5|8|3|9|2|7|1|6|4,39.02450562,-82.62120056,-1
R_1eW4kpopy97QuNI,Default Response Set,Anonymous,,,99.122.60.15,0,11/2/15 15:26,11/2/15 15:32,1,1,2,3.721,9.1,10.124,3,4,3,4,5,5,5,4,5,4.946,22.588,23.814,9,4,3,4,4,4,5,3,4,3.98,21.787,22.891,9,5,4,4,4,5,4,4,3,2.725,16.287,17.531,8,4,4,4,5,3,5,3.695,14.833,16.181,6,4,2,4,3,4,4,4,2,3,4,4,,,,,4.406,34.08,35.373,12,3,3,3,3,2,2,2,2,3,2,2,2,3,2,3,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,2,2,2,2,2,2,2,2,4,4,4,4,4,4,2,2,2,2,1,4,4,4,4,2,2,2,2,2,2,4,4,2,2,2,2,2,2,2,2,3,4,4,4,4,4,4,3,3,1,emotion,emotion,emotion,7.233,19.04,20.06,2,52,2,4,,4,,2.039,12.221,13.618,5,4,2.221,2.221,3.87,1,mturk,1.875,1.875,6.769,1,english,1.495,1.495,4.479,1,1,2.82,2.82,4.165,1,A1ZOFPPZVYQ0Z8,rmq|rfq,Amazed|Peaceful|Frustrated|Hopeful|Happy|Angry|Sad|Sleepy|Proud|Dejected|Afraid|Guilty|Shy|Anxious|Virtuous|Alert|Calm,2|3|4|1|6|5,3|1|2|4|5|6,6|4|1|3|2|5,3|5|4|2|1,1|4|2|6|8|5|3|7,2|5|1|3|4,3|2|4|1,1|2|4|3,2|1|4|3,3|1|2,3|2|1,4|1|5|3|2,3|4|2|1,2|1|6|3|5|4,2|1,3|6|4|1|5|7|8|2,9|1|6|5|8|4|3|7|2,34.20730591,-84.14019775,-1
R_1gA9F0mzYsjmLVE,Default Response Set,Anonymous,,,100.33.75.141,0,11/2/15 15:22,11/2/15 15:33,1,1,2,15.331,18.151,18.987,4,6,1,1,6,4,6,4,6,17.882,81.026,81.605,20,5,4,4,1,2,1,6,6,1.561,21.419,22.186,12,1,1,1,6,2,3,1,1,1.456,17.842,22.228,11,4,1,1,6,6,4,1.834,30.73,31.481,7,4,1,5,1,5,1,3,1,3,3,1,,,,,4.317,98.336,99.383,19,3,3,3,4,3,3,2,1,4,1,1,1,5,4,3,3,1,4,3,2,4,3,4,6,6,6,6,6,5,6,6,4,5,4,4,4,6,7,7,6,4,4,3,4,1,1,1,1,6,6,6,5,5,5,1,1,1,1,4,7,6,6,6,5,5,4,4,3,4,5,5,4,4,2,2,3,4,4,3,4,3,5,7,7,7,6,5,7,1,emotion,emotion,emotion,1.783,14.424,15.229,6,24,2,4,,4,,1.355,8.109,9.167,6,1,1.683,1.683,2.786,1,Writer,1.158,1.158,4.088,1,English,1.252,1.252,3.848,1,1,2.403,2.403,3.535,1,A2HNQWBBXY66ST,rfq|rmq,Guilty|Shy|Anxious|Sleepy|Frustrated|Peaceful|Sad|Proud|Amazed|Hopeful|Happy|Alert|Dejected|Angry|Virtuous|Afraid|Calm,5|3|4|2|6|1,2|1|4|3|6|5,1|3|6|4|2|5,3|1|5|2|4,4|6|3|8|7|2|1|5,2|5|1|3|4,4|2|3|1,2|3|1|4,2|1|3|4,3|2|1,1|3|2,5|4|3|2|1,3|4|1|2,4|2|6|3|1|5,2|1,6|7|1|2|5|3|8|4,8|1|7|3|9|6|5|2|4,40.82940674,-73.50520325,-1
R_3p3gdIVkVFv2VnU,Default Response Set,Anonymous,,,208.29.6.5,0,11/2/15 15:10,11/2/15 15:33,1,1,2,6.002,6.002,6.723,1,5,5,2,5,5,2,3,5,8.304,29.556,30.465,9,5,2,5,1,1,4,5,5,2.645,25.097,25.713,9,4,2,5,3,5,5,1,4,2.395,23.137,24.209,9,5,2,5,5,2,4,6.555,23.197,23.793,7,4,5,4,4,3,3,5,3,4,3,2,,,,,9.069,53.405,54.514,13,1,1,1,3,2,2,4,3,5,4,4,4,2,2,3,4,2,5,3,4,4,1,2,4,3,3,4,3,4,4,3,4,4,4,3,3,5,5,5,5,1,1,1,1,6,6,6,6,5,4,5,2,3,2,2,2,1,5,4,4,2,4,4,5,6,5,5,2,3,2,2,6,2,6,2,5,6,3,2,4,2,6,3,4,6,7,5,3,1,emotion,emotion,emotion,1.265,6.03,13.724,2,35,1,4,,3,,2.372,35.534,42.984,5,4,2.207,2.207,3.211,1,Trainer,0.799,0.799,4.057,1,English,0.753,0.753,3.882,1,1,2.971,4.255,5.004,2,A1636O8MKZU6FI,rmq|rfq,Sleepy|Amazed|Frustrated|Calm|Dejected|Virtuous|Angry|Anxious|Peaceful|Hopeful|Happy|Proud|Shy|Alert|Guilty|Afraid|Sad,4|1|6|3|5|2,3|1|4|5|6|2,1|6|3|2|5|4,3|5|1|4|2,1|6|5|3|8|4|7|2,4|1|2|3|5,1|3|4|2,3|4|2|1,4|1|3|2,2|1|3,1|3|2,2|4|5|3|1,2|3|1|4,5|4|3|1|6|2,2|1,6|2|7|1|4|5|3|8,9|5|6|3|8|7|1|4|2,38.21479797,-85.7338028,-1
R_1Nldn6XOrTGQG19,Default Response Set,Anonymous,,,172.56.29.215,0,11/2/15 15:29,11/2/15 15:35,1,1,2,14.308,16.284,16.922,4,4,3,5,5,4,5,4,5,19.722,35.397,36.308,8,3,4,4,2,3,3,5,4,1.413,22.406,22.689,18,1,3,3,4,3,2,4,2,1.575,21.305,21.595,17,5,3,3,5,5,4,2.695,14.154,15.061,8,4,4,4,4,2,4,3,4,3,4,3,,,,,4.747,35.801,36.424,16,3,3,2,4,3,3,3,2,4,2,2,3,2,2,3,3,3,3,2,2,2,2,2,5,4,4,4,4,4,4,4,4,5,5,4,4,5,5,5,5,3,3,3,3,4,3,3,2,5,5,5,4,4,3,2,2,2,2,2,5,4,4,5,3,4,3,3,2,3,5,5,4,3,4,1,2,4,3,3,5,4,5,5,5,5,5,4,4,1,emotion,emotion,emotion,1.11,1.11,11.247,1,26,1,6,,4,,0.842,7.414,7.801,6,1,0.794,0.794,1.589,1,Farming,0.381,0.902,3.183,3,English,0.418,0.673,2.846,2,1,2.052,2.828,3.185,2,A38430CKSXSBLI,rmq|rfq,Proud|Frustrated|Calm|Afraid|Sleepy|Virtuous|Peaceful|Guilty|Alert|Anxious|Shy|Angry|Hopeful|Amazed|Happy|Dejected|Sad,3|5|4|2|1|6,2|4|1|6|5|3,3|6|5|2|4|1,3|5|4|2|1,2|3|4|1|5|7|6|8,5|4|3|2|1,1|4|3|2,1|3|2|4,4|1|2|3,1|3|2,1|2|3,2|3|5|1|4,2|1|3|4,5|6|2|4|3|1,2|1,2|4|5|8|1|7|6|3,6|7|4|9|1|3|8|2|5,39.98280334,-75.17960358,-1
